BHK,Rent,Size,Area Type,City,Furnishing Status,Bathroom,Point of Contact
2,10000,450,Super Area,Delhi,Furnished,1,Contact Owner
2,10000,470,Super Area,Delhi,Furnished,2,Contact Owner
3,23000,125,Super Area,Delhi,Semi-Furnished,2,Contact Owner
1,20000,400,Carpet Area,Delhi,Furnished,1,Contact Agent
4,150000,2600,Carpet Area,Delhi,Semi-Furnished,4,Contact Owner
3,25000,1500,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
2,21000,80,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,30000,1100,Carpet Area,Delhi,Semi-Furnished,2,Contact Owner
2,22000,1000,Super Area,Delhi,Semi-Furnished,2,Contact Owner
2,14000,800,Super Area,Delhi,Unfurnished,2,Contact Owner
2,7000,50,Super Area,Delhi,Furnished,1,Contact Owner
2,18500,1000,Super Area,Delhi,Semi-Furnished,2,Contact Owner
1,8500,550,Carpet Area,Delhi,Unfurnished,1,Contact Agent
1,8000,450,Carpet Area,Delhi,Unfurnished,1,Contact Agent
2,10000,670,Super Area,Delhi,Furnished,2,Contact Owner
2,15000,700,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,37000,125,Super Area,Delhi,Semi-Furnished,2,Contact Owner
3,90000,1872,Super Area,Delhi,Semi-Furnished,3,Contact Agent
2,12000,650,Carpet Area,Delhi,Unfurnished,1,Contact Agent
2,13000,550,Carpet Area,Delhi,Unfurnished,2,Contact Agent
2,22000,84,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,4000,90,Super Area,Delhi,Unfurnished,2,Contact Owner
2,12000,1000,Super Area,Delhi,Unfurnished,2,Contact Owner
1,9000,65,Super Area,Delhi,Unfurnished,1,Contact Owner
2,14000,75,Super Area,Delhi,Unfurnished,1,Contact Owner
1,15000,250,Carpet Area,Delhi,Furnished,1,Contact Agent
2,12500,900,Super Area,Delhi,Unfurnished,2,Contact Owner
3,30000,900,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
2,9500,650,Super Area,Delhi,Unfurnished,2,Contact Owner
2,15000,900,Super Area,Delhi,Semi-Furnished,2,Contact Owner
1,12000,800,Super Area,Delhi,Semi-Furnished,1,Contact Owner
1,8000,410,Carpet Area,Delhi,Unfurnished,1,Contact Owner
3,70000,1500,Super Area,Delhi,Furnished,3,Contact Owner
4,250000,2800,Carpet Area,Delhi,Unfurnished,4,Contact Owner
3,31500,1800,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,30000,1400,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
3,60000,1600,Super Area,Delhi,Semi-Furnished,3,Contact Owner
3,35000,1200,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
3,55000,1150,Carpet Area,Delhi,Unfurnished,3,Contact Agent
2,20000,110,Super Area,Delhi,Semi-Furnished,1,Contact Owner
1,6500,300,Super Area,Delhi,Furnished,1,Contact Owner
2,17000,750,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,9300,450,Carpet Area,Delhi,Semi-Furnished,1,Contact Agent
2,7500,410,Super Area,Delhi,Unfurnished,1,Contact Owner
2,20000,800,Super Area,Delhi,Furnished,1,Contact Owner
3,18000,120,Super Area,Delhi,Furnished,3,Contact Owner
1,15000,650,Carpet Area,Delhi,Furnished,1,Contact Agent
2,13000,400,Carpet Area,Delhi,Unfurnished,1,Contact Agent
2,20000,810,Super Area,Delhi,Semi-Furnished,2,Contact Owner
3,12000,700,Super Area,Delhi,Furnished,2,Contact Owner
2,40000,1125,Super Area,Delhi,Furnished,2,Contact Owner
2,8000,600,Super Area,Delhi,Unfurnished,2,Contact Owner
3,95000,1300,Carpet Area,Delhi,Furnished,3,Contact Agent
3,68000,1450,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
3,18000,110,Super Area,Delhi,Unfurnished,2,Contact Owner
4,130000,3500,Carpet Area,Delhi,Semi-Furnished,6,Contact Agent
4,150000,4000,Carpet Area,Delhi,Semi-Furnished,7,Contact Agent
3,75000,2500,Carpet Area,Delhi,Semi-Furnished,4,Contact Agent
4,110000,3000,Carpet Area,Delhi,Semi-Furnished,5,Contact Agent
4,150000,3500,Carpet Area,Delhi,Semi-Furnished,6,Contact Agent
1,10000,240,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,24000,1250,Carpet Area,Delhi,Unfurnished,2,Contact Agent
3,28000,1000,Super Area,Delhi,Semi-Furnished,2,Contact Owner
3,28000,900,Carpet Area,Delhi,Unfurnished,2,Contact Owner
2,18000,900,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
3,27000,1250,Carpet Area,Delhi,Unfurnished,3,Contact Agent
2,17000,650,Carpet Area,Delhi,Unfurnished,2,Contact Agent
3,350000,3200,Super Area,Delhi,Semi-Furnished,4,Contact Owner
2,25000,900,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,16500,1250,Carpet Area,Delhi,Unfurnished,2,Contact Agent
2,14000,60,Carpet Area,Delhi,Semi-Furnished,2,Contact Owner
2,18000,90,Super Area,Delhi,Unfurnished,2,Contact Owner
2,10000,55,Super Area,Delhi,Unfurnished,1,Contact Owner
2,10000,50,Super Area,Delhi,Unfurnished,1,Contact Owner
4,100000,400,Carpet Area,Delhi,Unfurnished,4,Contact Agent
2,25000,680,Carpet Area,Delhi,Furnished,1,Contact Agent
2,22999,756,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,6000,500,Super Area,Delhi,Unfurnished,1,Contact Owner
2,40000,900,Carpet Area,Delhi,Furnished,2,Contact Owner
3,250000,2000,Super Area,Delhi,Furnished,3,Contact Owner
1,13000,40,Carpet Area,Delhi,Furnished,1,Contact Agent
1,14000,100,Super Area,Delhi,Furnished,1,Contact Agent
2,20000,950,Carpet Area,Delhi,Semi-Furnished,2,Contact Owner
1,5500,200,Carpet Area,Delhi,Furnished,1,Contact Owner
2,32000,900,Carpet Area,Delhi,Furnished,2,Contact Agent
2,8000,750,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,25000,1400,Carpet Area,Delhi,Unfurnished,3,Contact Agent
2,28000,100,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,22000,100,Super Area,Delhi,Semi-Furnished,2,Contact Agent
1,21000,100,Super Area,Delhi,Semi-Furnished,1,Contact Agent
2,30000,1000,Super Area,Delhi,Semi-Furnished,2,Contact Agent
1,12000,400,Carpet Area,Delhi,Unfurnished,1,Contact Agent
1,15000,70,Super Area,Delhi,Unfurnished,1,Contact Owner
1,18000,450,Carpet Area,Delhi,Furnished,1,Contact Owner
2,18000,900,Carpet Area,Delhi,Unfurnished,1,Contact Owner
1,10000,42,Super Area,Delhi,Semi-Furnished,1,Contact Owner
1,16000,400,Carpet Area,Delhi,Furnished,1,Contact Agent
2,20000,900,Carpet Area,Delhi,Semi-Furnished,2,Contact Owner
4,28000,1500,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,7000,70,Super Area,Delhi,Semi-Furnished,1,Contact Owner
2,30000,450,Carpet Area,Delhi,Furnished,1,Contact Owner
2,15000,900,Carpet Area,Delhi,Semi-Furnished,1,Contact Owner
1,8000,500,Carpet Area,Delhi,Unfurnished,1,Contact Owner
1,9000,400,Carpet Area,Delhi,Unfurnished,2,Contact Agent
3,33500,150,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,9500,450,Carpet Area,Delhi,Unfurnished,1,Contact Owner
2,10000,540,Super Area,Delhi,Unfurnished,1,Contact Owner
1,20000,400,Carpet Area,Delhi,Furnished,1,Contact Agent
1,10000,450,Carpet Area,Delhi,Unfurnished,1,Contact Agent
1,15000,700,Super Area,Delhi,Unfurnished,1,Contact Owner
3,55000,1450,Carpet Area,Delhi,Furnished,2,Contact Agent
2,20000,1000,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,16000,550,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,23000,900,Carpet Area,Delhi,Furnished,2,Contact Owner
3,150000,300,Super Area,Delhi,Semi-Furnished,3,Contact Agent
2,25000,1100,Super Area,Delhi,Unfurnished,2,Contact Owner
1,9000,600,Carpet Area,Delhi,Semi-Furnished,1,Contact Agent
1,11000,450,Super Area,Delhi,Semi-Furnished,1,Contact Owner
2,11500,550,Carpet Area,Delhi,Unfurnished,1,Contact Agent
3,16000,1000,Super Area,Delhi,Unfurnished,2,Contact Agent
3,23000,1250,Carpet Area,Delhi,Unfurnished,2,Contact Agent
4,30000,1950,Carpet Area,Delhi,Semi-Furnished,4,Contact Agent
3,110000,1750,Carpet Area,Delhi,Semi-Furnished,4,Contact Agent
1,3500,25,Super Area,Delhi,Unfurnished,1,Contact Owner
2,12100,700,Carpet Area,Delhi,Unfurnished,1,Contact Agent
2,19000,1800,Carpet Area,Delhi,Unfurnished,1,Contact Owner
2,40000,1000,Super Area,Delhi,Furnished,2,Contact Owner
2,8000,200,Super Area,Delhi,Unfurnished,1,Contact Owner
3,42000,1700,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
3,13000,70,Super Area,Delhi,Semi-Furnished,2,Contact Owner
3,44000,1700,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
1,11000,450,Carpet Area,Delhi,Semi-Furnished,1,Contact Agent
3,40000,1350,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
4,150000,2550,Super Area,Delhi,Semi-Furnished,4,Contact Agent
2,13000,650,Carpet Area,Delhi,Unfurnished,2,Contact Agent
2,17500,650,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
3,14500,1250,Carpet Area,Delhi,Unfurnished,3,Contact Agent
3,24000,1250,Carpet Area,Delhi,Unfurnished,2,Contact Agent
3,30000,1000,Carpet Area,Delhi,Unfurnished,2,Contact Owner
1,10000,500,Super Area,Delhi,Semi-Furnished,1,Contact Owner
1,10000,500,Carpet Area,Delhi,Semi-Furnished,1,Contact Agent
3,90000,1550,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
4,280000,3800,Carpet Area,Delhi,Semi-Furnished,5,Contact Agent
2,32000,1150,Super Area,Delhi,Unfurnished,2,Contact Owner
3,80000,2000,Carpet Area,Delhi,Unfurnished,3,Contact Agent
1,5500,30,Carpet Area,Delhi,Furnished,1,Contact Owner
1,6000,50,Carpet Area,Delhi,Semi-Furnished,1,Contact Owner
3,30000,1205,Super Area,Delhi,Furnished,2,Contact Owner
3,42000,1450,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,5500,200,Super Area,Delhi,Unfurnished,1,Contact Owner
2,7000,350,Super Area,Delhi,Semi-Furnished,2,Contact Owner
2,10000,700,Super Area,Delhi,Unfurnished,1,Contact Owner
1,17000,400,Carpet Area,Delhi,Furnished,1,Contact Agent
1,18000,700,Super Area,Delhi,Semi-Furnished,1,Contact Owner
2,14000,1000,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,17000,450,Carpet Area,Delhi,Furnished,1,Contact Agent
3,27000,1200,Super Area,Delhi,Semi-Furnished,2,Contact Owner
3,25000,1200,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,23000,900,Super Area,Delhi,Semi-Furnished,2,Contact Owner
2,24500,84,Carpet Area,Delhi,Furnished,2,Contact Agent
1,10000,200,Carpet Area,Delhi,Unfurnished,1,Contact Owner
2,35000,1300,Super Area,Delhi,Unfurnished,2,Contact Agent
2,27000,1300,Carpet Area,Delhi,Furnished,2,Contact Owner
1,7000,200,Carpet Area,Delhi,Unfurnished,1,Contact Agent
1,5000,300,Carpet Area,Delhi,Semi-Furnished,1,Contact Agent
2,5000,550,Carpet Area,Delhi,Unfurnished,1,Contact Owner
2,12000,950,Super Area,Delhi,Semi-Furnished,1,Contact Owner
2,30000,750,Carpet Area,Delhi,Furnished,2,Contact Agent
2,25000,950,Carpet Area,Delhi,Semi-Furnished,2,Contact Owner
1,6000,350,Carpet Area,Delhi,Semi-Furnished,1,Contact Agent
3,45000,2000,Super Area,Delhi,Unfurnished,3,Contact Owner
3,40000,180,Carpet Area,Delhi,Unfurnished,3,Contact Agent
2,8500,60,Super Area,Delhi,Semi-Furnished,1,Contact Owner
2,16500,950,Carpet Area,Delhi,Unfurnished,1,Contact Agent
3,100000,1400,Carpet Area,Delhi,Semi-Furnished,3,Contact Agent
3,52000,200,Carpet Area,Delhi,Unfurnished,2,Contact Owner
1,12500,450,Carpet Area,Delhi,Furnished,1,Contact Agent
2,14000,600,Super Area,Delhi,Unfurnished,2,Contact Owner
1,15000,350,Super Area,Delhi,Unfurnished,1,Contact Owner
1,5000,300,Carpet Area,Delhi,Furnished,1,Contact Owner
2,40000,95,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
1,17000,550,Super Area,Delhi,Furnished,1,Contact Owner
3,15000,900,Super Area,Delhi,Furnished,3,Contact Owner
1,6000,25,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,85000,325,Carpet Area,Delhi,Unfurnished,3,Contact Agent
2,18000,80,Super Area,Delhi,Semi-Furnished,2,Contact Owner
2,7500,77,Super Area,Delhi,Unfurnished,1,Contact Owner
2,10000,60,Super Area,Delhi,Semi-Furnished,1,Contact Owner
1,9000,100,Super Area,Delhi,Furnished,1,Contact Owner
3,24000,1300,Super Area,Delhi,Semi-Furnished,2,Contact Owner
2,12000,500,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,10500,500,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,31000,1200,Super Area,Delhi,Semi-Furnished,2,Contact Owner
1,9000,250,Super Area,Delhi,Semi-Furnished,1,Contact Owner
2,9000,700,Super Area,Delhi,Semi-Furnished,1,Contact Owner
3,27000,1050,Carpet Area,Delhi,Unfurnished,2,Contact Agent
2,12500,500,Carpet Area,Delhi,Semi-Furnished,2,Contact Agent
2,15000,1100,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,6500,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,90000,2400,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
3,200000,3000,Super Area,Chennai,Furnished,4,Contact Agent
1,15000,650,Carpet Area,Chennai,Semi-Furnished,1,Contact Owner
2,15000,1000,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,7600,700,Super Area,Chennai,Unfurnished,2,Contact Owner
3,29000,1200,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
3,20000,1710,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,12000,600,Super Area,Chennai,Furnished,2,Contact Owner
2,10500,1080,Super Area,Chennai,Unfurnished,2,Contact Owner
2,29000,1300,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,26000,1027,Super Area,Chennai,Semi-Furnished,2,Contact Agent
3,25000,1350,Super Area,Chennai,Furnished,3,Contact Owner
2,10000,950,Super Area,Chennai,Unfurnished,2,Contact Owner
2,14000,1300,Super Area,Chennai,Unfurnished,2,Contact Owner
2,6000,600,Super Area,Chennai,Unfurnished,1,Contact Owner
3,40000,1428,Super Area,Chennai,Unfurnished,2,Contact Owner
2,23000,920,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,600,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,810,Carpet Area,Chennai,Unfurnished,1,Contact Owner
2,15000,1200,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,11000,550,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,20000,600,Super Area,Chennai,Unfurnished,1,Contact Owner
2,15000,850,Super Area,Chennai,Furnished,1,Contact Owner
4,22000,2117,Carpet Area,Chennai,Semi-Furnished,4,Contact Owner
2,6000,900,Super Area,Chennai,Unfurnished,2,Contact Owner
2,20000,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,6500,500,Super Area,Chennai,Unfurnished,1,Contact Owner
2,12000,800,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,27000,1550,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,15000,1500,Super Area,Chennai,Unfurnished,2,Contact Owner
3,20000,1700,Carpet Area,Chennai,Furnished,6,Contact Owner
2,22000,700,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,7000,400,Super Area,Chennai,Unfurnished,1,Contact Owner
2,7000,450,Super Area,Chennai,Semi-Furnished,1,Contact Owner
1,6500,500,Super Area,Chennai,Furnished,1,Contact Owner
2,9000,770,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,4500,150,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,12000,850,Super Area,Chennai,Unfurnished,2,Contact Owner
2,18000,1100,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,8000,650,Carpet Area,Chennai,Unfurnished,1,Contact Owner
1,5000,550,Super Area,Chennai,Unfurnished,1,Contact Owner
2,14000,1000,Super Area,Chennai,Unfurnished,2,Contact Owner
1,6500,250,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,10000,790,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,13000,600,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,11200,700,Super Area,Chennai,Unfurnished,2,Contact Owner
1,8900,550,Carpet Area,Chennai,Unfurnished,1,Contact Owner
1,12000,500,Super Area,Chennai,Unfurnished,1,Contact Owner
3,45000,1800,Carpet Area,Chennai,Unfurnished,3,Contact Agent
3,35000,1550,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
3,34999,1462,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,11000,970,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,150000,2300,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,15000,700,Super Area,Chennai,Unfurnished,1,Contact Owner
2,15000,674,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,10000,750,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,12000,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,1030,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,35000,1540,Carpet Area,Chennai,Furnished,2,Contact Owner
3,40000,1800,Carpet Area,Chennai,Unfurnished,3,Contact Agent
2,24000,1100,Super Area,Chennai,Unfurnished,2,Contact Owner
2,12000,985,Super Area,Chennai,Unfurnished,2,Contact Owner
2,30000,1200,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
2,10000,1200,Super Area,Chennai,Unfurnished,2,Contact Owner
2,15000,900,Super Area,Chennai,Unfurnished,2,Contact Owner
2,33000,800,Carpet Area,Chennai,Unfurnished,2,Contact Agent
2,9000,800,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,30000,1500,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,13000,680,Super Area,Chennai,Unfurnished,2,Contact Owner
2,15000,800,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,12000,875,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,20000,880,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,36000,1500,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,10000,950,Super Area,Chennai,Unfurnished,2,Contact Owner
2,16000,850,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,6000,700,Super Area,Chennai,Semi-Furnished,1,Contact Owner
3,22000,2000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,6000,450,Super Area,Chennai,Unfurnished,1,Contact Owner
1,6500,400,Super Area,Chennai,Unfurnished,1,Contact Owner
1,3000,350,Super Area,Chennai,Unfurnished,1,Contact Owner
3,27000,1650,Carpet Area,Chennai,Semi-Furnished,3,Contact Owner
2,8000,800,Super Area,Chennai,Unfurnished,1,Contact Owner
2,12500,600,Super Area,Chennai,Unfurnished,1,Contact Owner
2,11000,800,Super Area,Chennai,Unfurnished,1,Contact Owner
3,40000,1600,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,15000,700,Carpet Area,Chennai,Unfurnished,2,Contact Agent
2,8000,800,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,34000,2120,Super Area,Chennai,Furnished,3,Contact Owner
1,7500,560,Super Area,Chennai,Unfurnished,1,Contact Owner
1,14000,420,Carpet Area,Chennai,Unfurnished,1,Contact Owner
2,15000,1000,Built Area,Chennai,Furnished,2,Contact Owner
3,21000,1330,Super Area,Chennai,Semi-Furnished,3,Contact Owner
3,12000,930,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,75000,1900,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,15000,1200,Super Area,Chennai,Furnished,2,Contact Owner
1,6000,350,Super Area,Chennai,Unfurnished,1,Contact Owner
3,20500,1000,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,13500,1210,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,750,Carpet Area,Chennai,Unfurnished,2,Contact Owner
3,15000,1150,Carpet Area,Chennai,Semi-Furnished,3,Contact Owner
2,11000,800,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,12000,930,Carpet Area,Chennai,Furnished,2,Contact Owner
2,15000,2800,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,20000,800,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
2,24000,850,Super Area,Chennai,Unfurnished,2,Contact Owner
2,16000,650,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,10000,770,Super Area,Chennai,Unfurnished,1,Contact Owner
3,30000,1800,Carpet Area,Chennai,Semi-Furnished,3,Contact Owner
3,26000,1100,Carpet Area,Chennai,Semi-Furnished,2,Contact Agent
2,10000,950,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,15000,1250,Super Area,Chennai,Semi-Furnished,2,Contact Owner
1,9000,400,Super Area,Chennai,Unfurnished,1,Contact Owner
2,9000,575,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,15000,1234,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,12000,870,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,20000,1162,Super Area,Chennai,Semi-Furnished,2,Contact Agent
3,15000,2200,Super Area,Chennai,Unfurnished,3,Contact Owner
1,8000,500,Super Area,Chennai,Unfurnished,1,Contact Owner
3,13000,900,Super Area,Chennai,Unfurnished,1,Contact Owner
1,6800,600,Super Area,Chennai,Unfurnished,1,Contact Owner
2,9000,600,Super Area,Chennai,Furnished,1,Contact Owner
3,14000,1600,Carpet Area,Chennai,Furnished,3,Contact Owner
4,55000,2400,Carpet Area,Chennai,Unfurnished,4,Contact Agent
3,50000,1600,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
1,8000,400,Carpet Area,Chennai,Unfurnished,1,Contact Owner
2,16000,1000,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,15000,600,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,15000,750,Carpet Area,Chennai,Unfurnished,2,Contact Owner
2,15000,700,Super Area,Chennai,Semi-Furnished,2,Contact Owner
4,75000,2200,Super Area,Chennai,Semi-Furnished,5,Contact Owner
1,9000,500,Super Area,Chennai,Semi-Furnished,1,Contact Owner
1,6500,700,Super Area,Chennai,Unfurnished,1,Contact Owner
3,17000,1480,Super Area,Chennai,Furnished,2,Contact Owner
3,49000,1700,Carpet Area,Chennai,Furnished,3,Contact Agent
2,15000,830,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,25000,1425,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,40000,1550,Carpet Area,Chennai,Unfurnished,3,Contact Agent
1,8000,200,Super Area,Chennai,Semi-Furnished,1,Contact Owner
2,17500,1200,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
3,11000,800,Super Area,Chennai,Semi-Furnished,2,Contact Owner
3,8500,1261,Carpet Area,Chennai,Semi-Furnished,3,Contact Owner
2,11000,425,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
2,12500,940,Super Area,Chennai,Unfurnished,2,Contact Owner
3,90000,2300,Carpet Area,Chennai,Semi-Furnished,3,Contact Agent
2,14000,700,Super Area,Chennai,Unfurnished,2,Contact Owner
3,150000,2400,Carpet Area,Chennai,Furnished,3,Contact Agent
2,25000,1145,Super Area,Chennai,Semi-Furnished,2,Contact Owner
2,18000,750,Super Area,Chennai,Semi-Furnished,2,Contact Agent
3,17000,1250,Super Area,Chennai,Semi-Furnished,3,Contact Owner
2,8500,900,Super Area,Chennai,Unfurnished,2,Contact Owner
3,15000,800,Carpet Area,Chennai,Semi-Furnished,2,Contact Owner
