BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
3,35000,1540,3 out of 4,Carpet Area,Chennai,Furnished,2
3,40000,1800,3 out of 5,Carpet Area,Chennai,Unfurnished,3
2,24000,1100,2 out of 2,Super Area,Chennai,Unfurnished,2
2,12000,985,3 out of 17,Super Area,Chennai,Unfurnished,2
2,30000,1200,3 out of 3,Carpet Area,Chennai,Semi-Furnished,2
2,10000,1200,1 out of 1,Super Area,Chennai,Unfurnished,2
2,15000,900,1 out of 3,Super Area,Chennai,Unfurnished,2
2,33000,800,1 out of 4,Carpet Area,Chennai,Unfurnished,2
2,9000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,30000,1500,3 out of 4,Super Area,Chennai,Semi-Furnished,3
2,13000,680,1 out of 1,Super Area,Chennai,Unfurnished,2
2,15000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,12000,875,2 out of 2,Super Area,Chennai,Semi-Furnished,2
2,20000,880,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,36000,1500,2 out of 3,Super Area,Chennai,Semi-Furnished,3
2,10000,950,1 out of 1,Super Area,Chennai,Unfurnished,2
2,16000,850,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
1,6000,700,1 out of 2,Super Area,Chennai,Semi-Furnished,1
3,22000,2000,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
1,6000,450,Ground out of 4,Super Area,Chennai,Unfurnished,1
1,6500,400,2 out of 2,Super Area,Chennai,Unfurnished,1
1,3000,350,1 out of 2,Super Area,Chennai,Unfurnished,1
3,27000,1650,2 out of 2,Carpet Area,Chennai,Semi-Furnished,3
2,8000,800,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,12500,600,1 out of 2,Super Area,Chennai,Unfurnished,1
2,11000,800,1 out of 2,Super Area,Chennai,Unfurnished,1
3,40000,1600,1 out of 2,Super Area,Chennai,Semi-Furnished,3
2,15000,700,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,8000,800,1 out of 2,Super Area,Chennai,Semi-Furnished,2
3,34000,2120,9 out of 18,Super Area,Chennai,Furnished,3
1,7500,560,2 out of 4,Super Area,Chennai,Unfurnished,1
1,14000,420,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,15000,1000,1 out of 2,Built Area,Chennai,Furnished,2
3,21000,1330,1 out of 2,Super Area,Chennai,Semi-Furnished,3
3,12000,930,2 out of 8,Super Area,Chennai,Semi-Furnished,2
3,75000,1900,3 out of 3,Carpet Area,Chennai,Semi-Furnished,3
2,15000,1200,1 out of 3,Super Area,Chennai,Furnished,2
1,6000,350,Ground out of 2,Super Area,Chennai,Unfurnished,1
3,20500,1000,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
2,13500,1210,14 out of 29,Super Area,Chennai,Semi-Furnished,2
2,10000,750,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
3,15000,1150,1 out of 2,Carpet Area,Chennai,Semi-Furnished,3
2,11000,800,1 out of 1,Carpet Area,Chennai,Unfurnished,2
2,12000,930,1 out of 4,Carpet Area,Chennai,Furnished,2
2,15000,2800,Lower Basement out of 1,Carpet Area,Chennai,Unfurnished,2
2,20000,800,13 out of 17,Carpet Area,Chennai,Semi-Furnished,2
2,24000,850,Ground out of 3,Super Area,Chennai,Unfurnished,2
2,16000,650,2 out of 3,Super Area,Chennai,Semi-Furnished,2
2,10000,770,1 out of 2,Super Area,Chennai,Unfurnished,1
3,30000,1800,1 out of 2,Carpet Area,Chennai,Semi-Furnished,3
3,26000,1100,4 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,10000,950,2 out of 3,Super Area,Chennai,Semi-Furnished,2
3,15000,1250,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,9000,400,Ground out of 3,Super Area,Chennai,Unfurnished,1
2,9000,575,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,15000,1234,1 out of 14,Super Area,Chennai,Semi-Furnished,2
2,12000,870,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,20000,1162,2 out of 4,Super Area,Chennai,Semi-Furnished,2
3,15000,2200,1 out of 2,Super Area,Chennai,Unfurnished,3
1,8000,500,1 out of 1,Super Area,Chennai,Unfurnished,1
3,13000,900,1 out of 4,Super Area,Chennai,Unfurnished,1
1,6800,600,1 out of 3,Super Area,Chennai,Unfurnished,1
2,9000,600,1 out of 3,Super Area,Chennai,Furnished,1
3,14000,1600,Ground out of 2,Carpet Area,Chennai,Furnished,3
4,55000,2400,1 out of 3,Carpet Area,Chennai,Unfurnished,4
3,50000,1600,2 out of 3,Carpet Area,Chennai,Semi-Furnished,3
1,8000,400,Upper Basement out of 2,Carpet Area,Chennai,Unfurnished,1
2,16000,1000,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,15000,600,8 out of 18,Carpet Area,Chennai,Unfurnished,2
2,15000,750,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,15000,700,1 out of 2,Super Area,Chennai,Semi-Furnished,2
4,75000,2200,2 out of 3,Super Area,Chennai,Semi-Furnished,5
1,9000,500,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
1,6500,700,2 out of 3,Super Area,Chennai,Unfurnished,1
3,17000,1480,3 out of 4,Super Area,Chennai,Furnished,2
3,49000,1700,7 out of 15,Carpet Area,Chennai,Furnished,3
2,15000,830,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
3,25000,1425,2 out of 14,Carpet Area,Chennai,Semi-Furnished,2
3,40000,1550,1 out of 3,Carpet Area,Chennai,Unfurnished,3
1,8000,200,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,17500,1200,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,11000,800,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
3,8500,1261,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,11000,425,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,12500,940,10 out of 19,Super Area,Chennai,Unfurnished,2
3,90000,2300,2 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,14000,700,2 out of 2,Super Area,Chennai,Unfurnished,2
3,150000,2400,2 out of 2,Carpet Area,Chennai,Furnished,3
2,25000,1145,4 out of 4,Super Area,Chennai,Semi-Furnished,2
2,18000,750,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,17000,1250,1 out of 3,Super Area,Chennai,Semi-Furnished,3
2,8500,900,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,15000,800,1 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,22000,800,4 out of 4,Super Area,Chennai,Semi-Furnished,2
2,15000,900,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
2,10000,600,1 out of 1,Super Area,Chennai,Unfurnished,1
1,5000,250,Ground out of 3,Super Area,Chennai,Unfurnished,1
2,10000,910,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
3,15000,1350,1 out of 2,Super Area,Chennai,Unfurnished,3
3,34500,450,Ground out of 3,Carpet Area,Chennai,Semi-Furnished,3
1,8000,600,2 out of 3,Super Area,Chennai,Unfurnished,1
3,330000,3600,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,22000,800,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
2,13000,850,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
2,6500,1000,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,18000,900,1 out of 1,Carpet Area,Chennai,Semi-Furnished,2
3,30000,2400,Ground out of 3,Super Area,Chennai,Furnished,3
1,8500,400,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
4,20000,1900,5 out of 20,Carpet Area,Chennai,Semi-Furnished,4
2,12000,900,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,18000,805,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,19000,1200,1 out of 4,Super Area,Chennai,Unfurnished,2
2,12000,800,2 out of 3,Super Area,Chennai,Furnished,2
3,16000,1158,2 out of 4,Carpet Area,Chennai,Semi-Furnished,2
1,5700,400,Ground out of 3,Super Area,Chennai,Unfurnished,1
1,15000,450,2 out of 3,Super Area,Chennai,Unfurnished,1
2,11000,960,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,17000,1400,10 out of 15,Super Area,Chennai,Semi-Furnished,2
2,18000,970,Ground out of 3,Super Area,Chennai,Furnished,2
2,9500,1000,1 out of 2,Super Area,Chennai,Unfurnished,2
2,12000,900,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,8000,800,4 out of 4,Super Area,Chennai,Semi-Furnished,2
2,12000,1100,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,1
2,16000,800,1 out of 3,Super Area,Chennai,Unfurnished,2
2,8000,800,1 out of 3,Super Area,Chennai,Unfurnished,1
2,10000,898,7 out of 14,Super Area,Chennai,Semi-Furnished,2
2,15000,800,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,7500,600,1 out of 2,Super Area,Chennai,Unfurnished,1
3,30000,2000,1 out of 1,Carpet Area,Chennai,Furnished,3
2,16000,870,3 out of 3,Super Area,Chennai,Unfurnished,2
2,14000,1100,17 out of 20,Carpet Area,Chennai,Semi-Furnished,2
2,10000,650,1 out of 2,Carpet Area,Chennai,Unfurnished,2
3,25000,1100,5 out of 18,Carpet Area,Chennai,Unfurnished,2
2,11500,1250,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,11000,1145,1 out of 3,Super Area,Chennai,Unfurnished,2
2,10000,780,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,7000,680,1 out of 3,Super Area,Chennai,Unfurnished,1
2,18000,860,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,7500,600,1 out of 2,Super Area,Chennai,Unfurnished,1
2,7500,750,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,1
2,12000,800,2 out of 2,Super Area,Chennai,Unfurnished,2
2,12000,570,Ground out of 2,Carpet Area,Chennai,Unfurnished,2
2,40000,1150,2 out of 4,Super Area,Chennai,Furnished,2
1,5000,350,Ground out of 1,Super Area,Chennai,Unfurnished,1
2,20000,894,4 out of 4,Super Area,Chennai,Semi-Furnished,2
1,6500,600,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
3,12000,900,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
1,12000,550,Ground out of 3,Super Area,Chennai,Unfurnished,1
2,14000,717,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,13000,660,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
1,9000,700,1 out of 2,Carpet Area,Chennai,Semi-Furnished,1
1,10000,800,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
3,15000,1070,1 out of 3,Super Area,Chennai,Unfurnished,2
2,15000,1000,Ground out of 4,Super Area,Chennai,Semi-Furnished,2
2,19000,1500,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
2,15000,900,1 out of 2,Super Area,Chennai,Unfurnished,2
2,16000,1700,1 out of 2,Super Area,Chennai,Unfurnished,2
2,12000,900,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,11000,805,Ground out of 3,Super Area,Chennai,Unfurnished,2
2,8000,750,Ground out of 1,Super Area,Chennai,Unfurnished,2
2,10000,1000,2 out of 2,Super Area,Chennai,Furnished,2
3,70000,1500,1 out of 4,Carpet Area,Chennai,Furnished,3
3,45000,3200,Ground out of 2,Super Area,Chennai,Unfurnished,3
3,60000,1700,7 out of 11,Carpet Area,Chennai,Semi-Furnished,3
2,12000,1000,2 out of 2,Super Area,Chennai,Semi-Furnished,2
3,80000,2036,6 out of 11,Super Area,Chennai,Semi-Furnished,3
2,23999,610,4 out of 4,Carpet Area,Chennai,Furnished,1
2,23000,1100,2 out of 3,Super Area,Chennai,Furnished,2
2,16000,900,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,14000,840,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
3,13000,965,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,14000,800,2 out of 4,Super Area,Chennai,Unfurnished,2
1,7000,700,1 out of 2,Super Area,Chennai,Unfurnished,2
1,3500,600,Ground out of 1,Super Area,Chennai,Unfurnished,1
1,12000,650,1 out of 3,Carpet Area,Chennai,Semi-Furnished,2
1,8000,320,2 out of 3,Super Area,Chennai,Unfurnished,1
2,25000,700,Ground out of 3,Super Area,Chennai,Semi-Furnished,1
2,12000,850,1 out of 3,Super Area,Chennai,Unfurnished,2
1,7000,550,1 out of 2,Super Area,Chennai,Unfurnished,1
3,20000,1400,12 out of 13,Carpet Area,Chennai,Semi-Furnished,3
2,18000,1300,3 out of 3,Super Area,Chennai,Unfurnished,2
2,15000,1125,24 out of 31,Super Area,Chennai,Semi-Furnished,2
2,11000,780,1 out of 14,Carpet Area,Chennai,Semi-Furnished,2
3,65000,2200,2 out of 4,Carpet Area,Chennai,Unfurnished,3
3,75000,2500,Ground out of 1,Carpet Area,Chennai,Unfurnished,3
1,15000,1300,Ground out of 2,Super Area,Chennai,Furnished,2
2,12000,619,1 out of 8,Carpet Area,Chennai,Furnished,1
2,8500,700,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,1
3,38000,2100,2 out of 2,Super Area,Chennai,Semi-Furnished,3
3,30000,2000,1 out of 3,Super Area,Chennai,Unfurnished,3
1,9000,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
3,25000,2000,1 out of 3,Super Area,Chennai,Semi-Furnished,3
2,9000,600,2 out of 2,Carpet Area,Chennai,Unfurnished,2
1,8500,550,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
1,7000,300,Ground out of 1,Super Area,Chennai,Unfurnished,1
2,25000,800,2 out of 3,Carpet Area,Chennai,Semi-Furnished,2
2,8500,850,3 out of 4,Super Area,Chennai,Unfurnished,2
1,6500,450,2 out of 3,Carpet Area,Chennai,Semi-Furnished,1
1,7000,500,Ground out of 2,Super Area,Chennai,Unfurnished,1
1,4500,115,Ground out of 3,Super Area,Chennai,Unfurnished,1
2,22000,800,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
2,10000,600,1 out of 2,Super Area,Chennai,Semi-Furnished,1
2,16000,800,2 out of 2,Super Area,Chennai,Unfurnished,2
3,85000,1725,10 out of 14,Super Area,Chennai,Furnished,2
2,15000,1330,1 out of 2,Carpet Area,Chennai,Furnished,2
3,25000,2064,11 out of 19,Super Area,Chennai,Semi-Furnished,4
1,9000,700,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,20000,900,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,15000,1066,1 out of 4,Super Area,Chennai,Unfurnished,2
2,9000,700,1 out of 4,Carpet Area,Chennai,Semi-Furnished,2
2,14000,900,2 out of 3,Super Area,Chennai,Furnished,2
2,15000,700,2 out of 4,Super Area,Chennai,Semi-Furnished,2
3,14000,950,3 out of 7,Carpet Area,Chennai,Semi-Furnished,2
2,8000,850,1 out of 2,Super Area,Chennai,Unfurnished,2
2,13500,600,4 out of 7,Carpet Area,Chennai,Furnished,2
2,12000,750,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,7500,850,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,20000,1650,1 out of 1,Carpet Area,Chennai,Semi-Furnished,3
2,11000,960,1 out of 2,Super Area,Chennai,Unfurnished,2
2,11000,1200,1 out of 1,Carpet Area,Chennai,Unfurnished,2
2,17500,650,2 out of 2,Carpet Area,Chennai,Furnished,2
2,8000,800,Lower Basement out of 3,Carpet Area,Chennai,Unfurnished,2
3,25000,1350,1 out of 2,Super Area,Chennai,Semi-Furnished,3
2,12000,560,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,2
1,5250,250,2 out of 3,Super Area,Chennai,Unfurnished,1
2,25000,685,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,14000,1021,4 out of 5,Super Area,Chennai,Semi-Furnished,2
3,24000,1200,2 out of 2,Carpet Area,Chennai,Unfurnished,3
3,35000,1557,1 out of 5,Super Area,Chennai,Semi-Furnished,3
2,8000,550,1 out of 1,Super Area,Chennai,Unfurnished,1
2,16000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,2
3,28000,917,3 out of 7,Carpet Area,Chennai,Semi-Furnished,2
2,16000,960,2 out of 4,Super Area,Chennai,Semi-Furnished,2
2,13000,1000,Ground out of 3,Super Area,Chennai,Unfurnished,2
2,35000,1000,1 out of 3,Super Area,Chennai,Furnished,2
1,11000,579,3 out of 4,Super Area,Chennai,Semi-Furnished,1
1,5000,800,1 out of 1,Carpet Area,Chennai,Unfurnished,1
2,23000,1100,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,11000,635,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,25000,1700,2 out of 12,Carpet Area,Chennai,Semi-Furnished,3
1,4500,600,Ground out of 3,Super Area,Chennai,Unfurnished,1
4,100000,2500,16 out of 18,Carpet Area,Chennai,Unfurnished,4
3,47500,1920,6 out of 15,Super Area,Chennai,Semi-Furnished,3
2,7500,850,2 out of 2,Super Area,Chennai,Semi-Furnished,2
3,16500,1850,1 out of 1,Super Area,Chennai,Unfurnished,3
2,18000,1375,1 out of 1,Carpet Area,Chennai,Furnished,1
2,7000,700,Ground out of 2,Super Area,Chennai,Unfurnished,2
1,8000,700,1 out of 2,Super Area,Chennai,Unfurnished,2
1,10000,675,2 out of 2,Super Area,Chennai,Unfurnished,1
3,7000,900,1 out of 2,Super Area,Chennai,Unfurnished,2
2,35000,1020,1 out of 2,Carpet Area,Chennai,Furnished,2
4,100000,3000,1 out of 1,Carpet Area,Chennai,Unfurnished,4
2,13000,800,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,1
2,10000,600,1 out of 1,Super Area,Chennai,Unfurnished,1
2,14000,890,2 out of 2,Super Area,Chennai,Unfurnished,2
3,46000,1700,15 out of 18,Super Area,Chennai,Semi-Furnished,3
4,65000,2000,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,9000,800,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,2
3,13500,1002,2 out of 3,Super Area,Chennai,Furnished,2
3,29000,1225,9 out of 18,Carpet Area,Chennai,Semi-Furnished,3
2,23999,610,2 out of 4,Carpet Area,Chennai,Furnished,1
3,26000,1200,Ground out of 3,Super Area,Chennai,Semi-Furnished,3
2,8200,850,2 out of 2,Super Area,Chennai,Unfurnished,2
1,15000,500,1 out of 2,Super Area,Chennai,Semi-Furnished,1
2,10000,778,4 out of 4,Super Area,Chennai,Unfurnished,2
2,20000,850,5 out of 17,Carpet Area,Chennai,Unfurnished,2
2,15000,800,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,14000,1200,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
2,11000,750,1 out of 1,Super Area,Chennai,Unfurnished,2
1,6500,550,2 out of 2,Super Area,Chennai,Unfurnished,1
3,26000,1567,3 out of 4,Carpet Area,Chennai,Furnished,3
1,7500,650,Ground out of 1,Super Area,Chennai,Semi-Furnished,1
2,14500,1150,1 out of 1,Carpet Area,Chennai,Unfurnished,2
6,280000,4500,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,5
2,12000,900,3 out of 4,Super Area,Chennai,Unfurnished,2
3,45000,1450,1 out of 4,Carpet Area,Chennai,Unfurnished,2
2,22000,850,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,7000,550,Ground out of 1,Super Area,Chennai,Unfurnished,1
1,7000,600,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
2,45000,1200,2 out of 3,Super Area,Chennai,Furnished,2
4,20000,1450,3 out of 4,Super Area,Chennai,Semi-Furnished,4
2,14000,560,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,18000,1113,2 out of 4,Super Area,Chennai,Semi-Furnished,2
3,20000,1600,Ground out of 2,Super Area,Chennai,Semi-Furnished,4
1,10000,550,Ground out of 2,Carpet Area,Chennai,Unfurnished,1
2,25000,1200,3 out of 4,Carpet Area,Chennai,Unfurnished,2
2,18000,900,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,5000,800,1 out of 2,Super Area,Chennai,Unfurnished,1
2,12000,1200,1 out of 5,Super Area,Chennai,Semi-Furnished,2
2,13000,1000,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,30000,1100,Ground out of 4,Super Area,Chennai,Semi-Furnished,2
2,9000,700,Ground out of 3,Super Area,Chennai,Furnished,1
1,12000,650,1 out of 2,Super Area,Chennai,Unfurnished,1
3,30000,1500,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,2
3,20000,1175,3 out of 4,Carpet Area,Chennai,Furnished,2
2,12000,750,4 out of 4,Super Area,Chennai,Unfurnished,2
2,9500,1010,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,22000,1050,4 out of 4,Super Area,Chennai,Semi-Furnished,2
3,23000,1060,2 out of 32,Carpet Area,Chennai,Unfurnished,2
2,9500,900,1 out of 2,Super Area,Chennai,Unfurnished,2
2,13500,1000,4 out of 10,Super Area,Chennai,Semi-Furnished,2
1,12000,450,1 out of 2,Super Area,Chennai,Unfurnished,1
3,33000,1600,15 out of 16,Carpet Area,Chennai,Semi-Furnished,3
3,33000,1760,8 out of 9,Super Area,Chennai,Semi-Furnished,3
2,18999,618,4 out of 11,Carpet Area,Chennai,Semi-Furnished,2
3,18000,1220,6 out of 10,Super Area,Chennai,Semi-Furnished,2
1,8500,580,3 out of 3,Super Area,Chennai,Unfurnished,1
3,20000,1651,2 out of 3,Super Area,Chennai,Semi-Furnished,3
2,9000,705,1 out of 3,Carpet Area,Chennai,Semi-Furnished,2
1,7000,700,Ground out of 2,Super Area,Chennai,Unfurnished,1
3,53000,1700,4 out of 16,Carpet Area,Chennai,Furnished,3
2,14000,901,2 out of 2,Super Area,Chennai,Unfurnished,2
2,21000,1100,2 out of 16,Super Area,Chennai,Furnished,2
3,16000,1120,1 out of 4,Super Area,Chennai,Semi-Furnished,2
2,26000,1300,1 out of 3,Carpet Area,Chennai,Semi-Furnished,2
3,20000,1350,Ground out of 1,Super Area,Chennai,Furnished,3
2,25000,1340,7 out of 16,Super Area,Chennai,Semi-Furnished,2
1,10000,250,2 out of 3,Super Area,Chennai,Unfurnished,1
2,11500,700,1 out of 1,Carpet Area,Chennai,Semi-Furnished,2
2,15000,650,1 out of 2,Carpet Area,Chennai,Unfurnished,2
1,4200,490,3 out of 3,Super Area,Chennai,Semi-Furnished,1
2,9500,700,Ground out of 2,Carpet Area,Chennai,Unfurnished,1
1,8000,580,1 out of 2,Super Area,Chennai,Unfurnished,2
2,16000,1400,2 out of 2,Carpet Area,Chennai,Semi-Furnished,3
2,12000,850,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,12000,850,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,12000,900,Ground out of 3,Super Area,Chennai,Unfurnished,2
2,13000,780,1 out of 2,Super Area,Chennai,Furnished,2
3,15723,1246,7 out of 18,Super Area,Chennai,Semi-Furnished,2
1,6000,300,2 out of 2,Super Area,Chennai,Semi-Furnished,1
2,10000,900,1 out of 2,Super Area,Chennai,Unfurnished,2
1,3000,350,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,7500,900,2 out of 3,Super Area,Chennai,Unfurnished,2
2,18000,1099,2 out of 2,Super Area,Chennai,Semi-Furnished,2
3,16500,1530,9 out of 13,Carpet Area,Chennai,Semi-Furnished,3
3,35000,2000,2 out of 2,Super Area,Chennai,Semi-Furnished,3
3,15000,1095,2 out of 2,Super Area,Chennai,Furnished,2
2,7000,780,5 out of 14,Carpet Area,Chennai,Unfurnished,2
3,38000,1300,9 out of 19,Carpet Area,Chennai,Unfurnished,3
2,20000,900,2 out of 3,Super Area,Chennai,Semi-Furnished,2
1,7500,450,Ground out of 2,Super Area,Chennai,Unfurnished,1
2,12500,400,1 out of 4,Super Area,Chennai,Unfurnished,2
3,16000,900,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,16000,935,2 out of 2,Carpet Area,Chennai,Unfurnished,2
1,8500,450,Ground out of 1,Super Area,Chennai,Unfurnished,1
2,30000,1020,1 out of 11,Carpet Area,Chennai,Furnished,2
3,16000,1280,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
1,5700,450,Ground out of 1,Carpet Area,Chennai,Semi-Furnished,1
2,18000,1120,2 out of 4,Super Area,Chennai,Semi-Furnished,2
2,15000,1000,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,7500,1000,2 out of 3,Super Area,Chennai,Semi-Furnished,2
2,9000,750,1 out of 3,Super Area,Chennai,Unfurnished,2
2,13000,1000,2 out of 4,Super Area,Chennai,Semi-Furnished,2
3,25000,1100,Ground out of 2,Super Area,Chennai,Unfurnished,2
3,130000,3000,1 out of 4,Super Area,Chennai,Furnished,3
2,13000,650,Ground out of 3,Super Area,Chennai,Semi-Furnished,2
3,20000,1500,1 out of 3,Carpet Area,Chennai,Semi-Furnished,3
1,18000,500,1 out of 4,Super Area,Chennai,Unfurnished,1
2,8000,700,1 out of 2,Super Area,Chennai,Unfurnished,1
1,16000,450,3 out of 3,Super Area,Chennai,Furnished,1
2,18000,700,1 out of 2,Carpet Area,Chennai,Unfurnished,2
2,19000,1250,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,7500,700,1 out of 2,Super Area,Chennai,Unfurnished,2
2,15000,650,2 out of 3,Super Area,Chennai,Semi-Furnished,2
2,19000,850,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,10000,750,1 out of 2,Carpet Area,Chennai,Unfurnished,2
